1,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.2 -> Preparacao,2018/5/2 0:0,2018/5/2 0:7,
1205,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.2 -> Preparacao,2018/5/8 1:58,2018/5/18 15:31,
154,Jarra,1 -> 2 -> 4 -> 6,Maquina3.2 -> Corte,2018/5/8 2:7,2018/5/18 15:43,
445,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina2.3 -> Moldagem,2018/5/8 2:14,2018/5/18 15:54,
1206,Jarra,1 -> 2 -> 4 -> 6,Maquina1.3 -> Preparacao,2018/5/8 2:17,2018/5/18 16:5,
1207,2,1 -> 2 -> 4 -> 6,Maquina1.3 -> Preparacao,2018/5/8 2:17,2018/5/18 16:12,
1208,Tijolo,2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 2:21,2018/5/18 16:21,
1209,Tijolo,2 -> 4,Maquina1.2 -> Preparacao,2018/5/8 2:22,2018/5/18 16:30,
446,Tijolo,2 -> 4,Maquina2.3 -> Moldagem,2018/5/8 2:23,2018/5/18 16:46,
447,Vaso Simples,1 -> 2 -> 4,Maquina2.1 -> Moldagem,2018/5/8 2:31,2018/5/18 16:57,
1210,3,1 -> 2 -> 4,Maquina2.2 -> Moldagem,2018/5/8 2:40,2018/5/18 17:8,
1211,Tijolo,2 -> 4,Maquina1.2 -> Preparacao,2018/5/8 2:40,2018/5/18 17:19,
448,2,2 -> 4,Maquina2.2 -> Moldagem,2018/5/8 2:42,2018/5/18 17:35,
1212,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.2 -> Preparacao,2018/5/8 2:45,2018/5/18 17:44,
1213,2,1 -> 2 -> 4 -> 5,Maquina1.2 -> Preparacao,2018/5/8 2:46,2018/5/18 17:51,
449,Tijolo,2 -> 4,Maquina2.3 -> Moldagem,2018/5/8 2:50,2018/5/18 18:6,
1214,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.3 -> Preparacao,2018/5/8 2:52,2018/5/18 18:15,
20,1,1 -> 2 -> 4 -> 5,Maquina6.2 -> Envernizamento,2018/5/8 3:5,2018/5/18 18:21,
1215,Tijolo,2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 3:9,2018/5/18 18:29,
1216,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.3 -> Preparacao,2018/5/8 3:12,2018/5/18 18:37,
1217,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.2 -> Preparacao,2018/5/8 3:13,2018/5/18 18:44,
1218,2,1 -> 3 -> 4 -> 5 -> 6,Maquina1.1 -> Preparacao,2018/5/8 3:37,2018/5/18 18:52,
1219,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.3 -> Preparacao,2018/5/8 3:40,2018/5/18 19:2,
1220,Vaso Simples,1 -> 2 -> 4,Maquina1.2 -> Preparacao,2018/5/8 4:6,2018/5/18 19:10,
1221,1,1 -> 2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 4:10,2018/5/18 19:21,
1222,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.1 -> Preparacao,2018/5/8 4:11,2018/5/18 19:31,
450,1,1 -> 3 -> 4 -> 5 -> 6,Maquina3.3 -> Corte,2018/5/8 4:18,2018/5/18 19:42,
1223,1,1 -> 3 -> 4 -> 5 -> 6,Maquina1.3 -> Preparacao,2018/5/8 4:19,2018/5/18 19:51,
1224,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.3 -> Preparacao,2018/5/8 4:22,2018/5/18 20:1,
156,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina3.1 -> Corte,2018/5/8 4:29,2018/5/18 20:10,
1225,Jarra,1 -> 2 -> 4 -> 6,Maquina1.3 -> Preparacao,2018/5/8 4:34,2018/5/18 20:20,
1226,Jarra,1 -> 2 -> 4 -> 6,Maquina1.3 -> Preparacao,2018/5/8 4:36,2018/5/18 20:30,
451,Vaso Simples,1 -> 2 -> 4,Maquina2.2 -> Moldagem,2018/5/8 4:36,2018/5/18 20:49,
452,Vaso Simples,1 -> 2 -> 4,Maquina2.3 -> Moldagem,2018/5/8 4:46,2018/5/18 21:1,
1227,Vaso Simples,1 -> 2 -> 4,Maquina1.1 -> Preparacao,2018/5/8 4:46,2018/5/18 21:10,
1228,3,1 -> 2 -> 4,Maquina2.2 -> Moldagem,2018/5/8 4:48,2018/5/18 21:26,
1229,2,1 -> 2 -> 4,Maquina1.2 -> Preparacao,2018/5/8 4:53,2018/5/18 21:38,
1230,1,1 -> 2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 4:54,2018/5/18 21:47,
157,Jarra,1 -> 2 -> 4 -> 6,Maquina3.3 -> Corte,2018/5/8 4:57,2018/5/18 21:55,
1231,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.3 -> Preparacao,2018/5/8 4:59,2018/5/18 22:6,
1232,Tijolo,2 -> 4,Maquina1.1 -> Preparacao,2018/5/8 5:2,2018/5/18 22:16,
1233,Tijolo,2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 5:7,2018/5/18 22:24,
158,Tijolo,2 -> 4,Maquina4.1 -> Cozedura,2018/5/8 5:11,2018/5/18 22:53,
1234,2,2 -> 4,Maquina1.2 -> Preparacao,2018/5/8 5:15,2018/5/18 22:59,
1235,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.1 -> Preparacao,2018/5/8 5:18,2018/5/18 23:9,
1236,1,1 -> 3 -> 4 -> 5 -> 6,Maquina1.2 -> Preparacao,2018/5/8 5:19,2018/5/18 23:19,
453,2,1 -> 3 -> 4 -> 5 -> 6,Maquina2.2 -> Moldagem,2018/5/8 5:20,2018/5/18 23:33,
1237,Jarra,1 -> 2 -> 4 -> 6,Maquina1.3 -> Preparacao,2018/5/8 5:27,2018/5/18 23:42,
454,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina2.1 -> Moldagem,2018/5/8 5:29,2018/5/18 23:57,
455,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina2.1 -> Moldagem,2018/5/8 5:36,2018/5/19 0:13,
1238,2,1 -> 3 -> 4 -> 5 -> 6,Maquina1.3 -> Preparacao,2018/5/8 5:40,2018/5/19 0:23,
1239,3,1 -> 3 -> 4 -> 5 -> 6,Maquina2.3 -> Moldagem,2018/5/8 5:45,2018/5/19 0:42,
1240,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.2 -> Preparacao,2018/5/8 5:48,2018/5/19 0:50,
1241,3,1 -> 3 -> 4 -> 5 -> 6,Maquina2.3 -> Moldagem,2018/5/8 5:50,2018/5/19 1:8,
456,3,1 -> 3 -> 4 -> 5 -> 6,Maquina4.1 -> Cozedura,2018/5/8 5:51,2018/5/19 1:51,
1242,Tijolo,2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 5:58,2018/5/19 1:59,
1243,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.1 -> Preparacao,2018/5/8 5:58,2018/5/19 2:10,
159,1,1 -> 3 -> 4 -> 5 -> 6,Maquina4.2 -> Cozedura,2018/5/8 6:0,2018/5/19 2:51,
457,1,1 -> 3 -> 4 -> 5 -> 6,Maquina3.3 -> Corte,2018/5/8 6:9,2018/5/19 3:3,
1244,2,1 -> 3 -> 4 -> 5 -> 6,Maquina1.2 -> Preparacao,2018/5/8 6:13,2018/5/19 3:13,
458,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina2.1 -> Moldagem,2018/5/8 6:18,2018/5/19 3:23,
459,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina2.3 -> Moldagem,2018/5/8 6:29,2018/5/19 3:37,
1245,Vaso Simples,1 -> 2 -> 4,Maquina1.2 -> Preparacao,2018/5/8 6:31,2018/5/19 3:47,
1246,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.2 -> Preparacao,2018/5/8 6:34,2018/5/19 3:57,
1247,2,1 -> 2 -> 4 -> 5,Maquina1.3 -> Preparacao,2018/5/8 6:42,2018/5/19 4:7,
1248,1,1 -> 2 -> 4 -> 5,Maquina1.1 -> Preparacao,2018/5/8 6:54,2018/5/19 4:14,
1249,3,1 -> 2 -> 4 -> 5,Maquina2.2 -> Moldagem,2018/5/8 7:2,2018/5/19 4:27,
1250,2,1 -> 2 -> 4 -> 5,Maquina1.2 -> Preparacao,2018/5/8 7:4,2018/5/19 4:36,
1251,Jarra,1 -> 2 -> 4 -> 6,Maquina1.3 -> Preparacao,2018/5/8 7:7,2018/5/19 4:47,
1252,Tijolo,2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 7:13,2018/5/19 4:53,
460,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina2.1 -> Moldagem,2018/5/8 7:22,2018/5/19 5:11,
1253,3,1 -> 2 -> 4 -> 5,Maquina2.1 -> Moldagem,2018/5/8 7:22,2018/5/19 5:24,
1254,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.1 -> Preparacao,2018/5/8 7:27,2018/5/19 5:34,
461,1,1 -> 3 -> 4 -> 5 -> 6,Maquina3.1 -> Corte,2018/5/8 7:30,2018/5/19 5:44,
1255,1,1 -> 3 -> 4 -> 5 -> 6,Maquina1.1 -> Preparacao,2018/5/8 7:34,2018/5/19 5:53,
1256,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.1 -> Preparacao,2018/5/8 7:39,2018/5/19 6:4,
462,3,1 -> 2 -> 4 -> 5,Maquina4.2 -> Cozedura,2018/5/8 7:40,2018/5/19 6:59,
1257,Jarra,1 -> 2 -> 4 -> 6,Maquina1.2 -> Preparacao,2018/5/8 7:40,2018/5/19 7:7,
160,Jarra,1 -> 2 -> 4 -> 6,Maquina3.1 -> Corte,2018/5/8 7:51,2018/5/19 7:16,
1258,1,1 -> 2 -> 4 -> 6,Maquina1.3 -> Preparacao,2018/5/8 7:57,2018/5/19 7:27,
463,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina2.1 -> Moldagem,2018/5/8 8:0,2018/5/19 7:40,
1259,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.2 -> Preparacao,2018/5/8 8:2,2018/5/19 7:46,
1260,3,1 -> 3 -> 4 -> 5 -> 6,Maquina2.3 -> Moldagem,2018/5/8 8:14,2018/5/19 7:56,
161,Vaso Simples,1 -> 2 -> 4,Maquina3.2 -> Corte,2018/5/8 8:15,2018/5/19 8:4,
464,Tijolo,2 -> 4,Maquina2.3 -> Moldagem,2018/5/8 8:25,2018/5/19 8:18,
1261,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.1 -> Preparacao,2018/5/8 8:26,2018/5/19 8:24,
465,Tijolo,2 -> 4,Maquina2.1 -> Moldagem,2018/5/8 8:34,2018/5/19 8:39,
466,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina2.1 -> Moldagem,2018/5/8 8:44,2018/5/19 8:49,
1262,Vaso Simples,1 -> 2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 8:47,2018/5/19 8:56,
467,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina2.1 -> Moldagem,2018/5/8 8:53,2018/5/19 9:12,
1263,Jarra,1 -> 2 -> 4 -> 6,Maquina1.3 -> Preparacao,2018/5/8 8:55,2018/5/19 9:21,
1264,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.1 -> Preparacao,2018/5/8 8:57,2018/5/19 9:28,
162,Vaso Simples,1 -> 2 -> 4,Maquina3.2 -> Corte,2018/5/8 9:11,2018/5/19 9:39,
1265,2,1 -> 2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 9:18,2018/5/19 9:47,
163,1,1 -> 2 -> 4,Maquina4.1 -> Cozedura,2018/5/8 9:19,2018/5/19 10:36,
1266,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.1 -> Preparacao,2018/5/8 9:22,2018/5/19 10:41,
1267,Jarra,1 -> 2 -> 4 -> 6,Maquina1.2 -> Preparacao,2018/5/8 9:27,2018/5/19 10:48,
468,1,1 -> 2 -> 4 -> 6,Maquina3.1 -> Corte,2018/5/8 9:28,2018/5/19 10:57,
1268,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.1 -> Preparacao,2018/5/8 9:33,2018/5/19 11:7,
469,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina2.1 -> Moldagem,2018/5/8 9:39,2018/5/19 11:19,
470,Tijolo,2 -> 4,Maquina2.2 -> Moldagem,2018/5/8 9:45,2018/5/19 11:32,
1269,1,2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 9:46,2018/5/19 11:43,
1270,Tijolo,2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 9:49,2018/5/19 11:51,
1271,Tijolo,2 -> 4,Maquina1.1 -> Preparacao,2018/5/8 9:53,2018/5/19 11:58,
471,Tijolo,2 -> 4,Maquina2.3 -> Moldagem,2018/5/8 9:54,2018/5/19 12:12,
1272,Vaso Simples,1 -> 2 -> 4,Maquina1.2 -> Preparacao,2018/5/8 9:57,2018/5/19 12:23,
472,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina2.3 -> Moldagem,2018/5/8 10:4,2018/5/19 12:35,
1273,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.3 -> Preparacao,2018/5/8 10:6,2018/5/19 12:46,
1274,3,1 -> 2 -> 4 -> 5,Maquina2.3 -> Moldagem,2018/5/8 10:12,2018/5/19 12:59,
1275,3,1 -> 2 -> 4 -> 5,Maquina2.1 -> Moldagem,2018/5/8 10:15,2018/5/19 13:17,
473,Tijolo,2 -> 4,Maquina2.2 -> Moldagem,2018/5/8 10:15,2018/5/19 13:28,
1276,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.1 -> Preparacao,2018/5/8 10:16,2018/5/19 13:38,
1277,Jarra,1 -> 2 -> 4 -> 6,Maquina1.2 -> Preparacao,2018/5/8 10:17,2018/5/19 13:45,
1278,2,1 -> 2 -> 4 -> 6,Maquina1.3 -> Preparacao,2018/5/8 10:20,2018/5/19 13:52,
474,Jarra,1 -> 2 -> 4 -> 6,Maquina2.3 -> Moldagem,2018/5/8 10:23,2018/5/19 14:4,
1279,2,1 -> 2 -> 4 -> 6,Maquina1.3 -> Preparacao,2018/5/8 10:37,2018/5/19 14:14,
164,Vaso Simples,1 -> 2 -> 4,Maquina3.3 -> Corte,2018/5/8 10:38,2018/5/19 14:24,
475,Tijolo,2 -> 4,Maquina2.2 -> Moldagem,2018/5/8 10:48,2018/5/19 14:38,
165,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina4.1 -> Cozedura,2018/5/8 11:0,2018/5/19 15:25,
1280,2,1 -> 3 -> 4 -> 5 -> 6,Maquina1.1 -> Preparacao,2018/5/8 11:4,2018/5/19 15:32,
1281,Tijolo,2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 11:5,2018/5/19 15:42,
1282,2,2 -> 4,Maquina1.2 -> Preparacao,2018/5/8 11:6,2018/5/19 15:49,
476,Tijolo,2 -> 4,Maquina2.3 -> Moldagem,2018/5/8 11:10,2018/5/19 16:6,
1283,3,2 -> 4,Maquina2.3 -> Moldagem,2018/5/8 11:11,2018/5/19 16:20,
1284,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.1 -> Preparacao,2018/5/8 11:14,2018/5/19 16:28,
1285,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.3 -> Preparacao,2018/5/8 11:15,2018/5/19 16:33,
1286,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.3 -> Preparacao,2018/5/8 11:41,2018/5/19 16:43,
22,Jarra,1 -> 2 -> 4 -> 6,Maquina6.1 -> Envernizamento,2018/5/8 11:44,2018/5/19 16:50,
477,Vaso Simples,1 -> 2 -> 4,Maquina2.2 -> Moldagem,2018/5/8 11:53,2018/5/19 17:8,
1287,Vaso Simples,1 -> 2 -> 4,Maquina1.1 -> Preparacao,2018/5/8 11:54,2018/5/19 17:16,
1288,2,1 -> 2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 11:58,2018/5/19 17:25,
478,Vaso Simples,1 -> 2 -> 4,Maquina2.2 -> Moldagem,2018/5/8 12:0,2018/5/19 17:36,
1289,Vaso Simples,1 -> 2 -> 4,Maquina1.1 -> Preparacao,2018/5/8 12:3,2018/5/19 17:46,
1290,3,1 -> 2 -> 4,Maquina2.3 -> Moldagem,2018/5/8 12:8,2018/5/19 17:59,
479,Jarra,1 -> 2 -> 4 -> 6,Maquina2.3 -> Moldagem,2018/5/8 12:9,2018/5/19 18:13,
1291,3,1 -> 2 -> 4 -> 6,Maquina2.3 -> Moldagem,2018/5/8 12:16,2018/5/19 18:26,
1292,2,1 -> 2 -> 4 -> 6,Maquina1.2 -> Preparacao,2018/5/8 12:20,2018/5/19 18:36,
1293,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.2 -> Preparacao,2018/5/8 12:22,2018/5/19 18:46,
166,Vaso Simples,1 -> 2 -> 4,Maquina3.3 -> Corte,2018/5/8 12:24,2018/5/19 18:56,
1294,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.1 -> Preparacao,2018/5/8 12:26,2018/5/19 19:5,
1295,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.3 -> Preparacao,2018/5/8 12:26,2018/5/19 19:14,
480,Jarra,1 -> 2 -> 4 -> 6,Maquina2.1 -> Moldagem,2018/5/8 12:32,2018/5/19 19:29,
481,2,1 -> 2 -> 4 -> 6,Maquina2.2 -> Moldagem,2018/5/8 12:39,2018/5/19 19:43,
1296,2,1 -> 2 -> 4 -> 6,Maquina1.3 -> Preparacao,2018/5/8 12:42,2018/5/19 19:53,
1297,Vaso Simples,1 -> 2 -> 4,Maquina1.1 -> Preparacao,2018/5/8 12:49,2018/5/19 20:4,
482,3,1 -> 2 -> 4,Maquina4.1 -> Cozedura,2018/5/8 12:52,2018/5/19 20:45,
1298,Vaso Simples,1 -> 2 -> 4,Maquina1.1 -> Preparacao,2018/5/8 12:55,2018/5/19 20:51,
57,Jarra,1 -> 2 -> 4 -> 6,Maquina4.2 -> Cozedura,2018/5/8 12:59,2018/5/19 21:37,
483,1,1 -> 2 -> 4 -> 6,Maquina3.3 -> Corte,2018/5/8 13:7,2018/5/19 21:47,
1299,3,1 -> 2 -> 4 -> 6,Maquina2.3 -> Moldagem,2018/5/8 13:11,2018/5/19 22:0,
1300,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.3 -> Preparacao,2018/5/8 13:12,2018/5/19 22:8,
484,Vaso Simples,1 -> 2 -> 4,Maquina2.1 -> Moldagem,2018/5/8 13:15,2018/5/19 22:22,
1301,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.2 -> Preparacao,2018/5/8 13:21,2018/5/19 22:29,
1302,1,1 -> 3 -> 4 -> 5 -> 6,Maquina1.2 -> Preparacao,2018/5/8 13:28,2018/5/19 22:35,
1303,3,1 -> 3 -> 4 -> 5 -> 6,Maquina2.3 -> Moldagem,2018/5/8 13:30,2018/5/19 22:49,
485,3,1 -> 3 -> 4 -> 5 -> 6,Maquina4.1 -> Cozedura,2018/5/8 13:32,2018/5/19 23:37,
1304,Jarra,1 -> 2 -> 4 -> 6,Maquina1.1 -> Preparacao,2018/5/8 13:34,2018/5/19 23:44,
1305,Tijolo,2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 13:37,2018/5/19 23:53,
1306,Tijolo,2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 13:43,2018/5/20 0:4,
1307,Vaso Simples,1 -> 2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 14:1,2018/5/20 0:12,
1308,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.1 -> Preparacao,2018/5/8 14:2,2018/5/20 0:18,
1309,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.3 -> Preparacao,2018/5/8 14:9,2018/5/20 0:27,
1310,2,1 -> 2 -> 4 -> 5,Maquina1.3 -> Preparacao,2018/5/8 14:21,2018/5/20 0:35,
1311,2,1 -> 2 -> 4 -> 5,Maquina1.3 -> Preparacao,2018/5/8 14:26,2018/5/20 0:44,
486,1,1 -> 2 -> 4 -> 5,Maquina3.1 -> Corte,2018/5/8 14:30,2018/5/20 0:54,
1312,Tijolo,2 -> 4,Maquina1.2 -> Preparacao,2018/5/8 14:30,2018/5/20 1:3,
1313,3,2 -> 4,Maquina2.1 -> Moldagem,2018/5/8 14:34,2018/5/20 1:17,
487,1,2 -> 4,Maquina3.3 -> Corte,2018/5/8 14:38,2018/5/20 1:27,
1314,3,2 -> 4,Maquina2.2 -> Moldagem,2018/5/8 14:52,2018/5/20 1:37,
168,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina3.3 -> Corte,2018/5/8 14:56,2018/5/20 1:46,
1315,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.1 -> Preparacao,2018/5/8 15:3,2018/5/20 1:52,
488,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina2.1 -> Moldagem,2018/5/8 15:3,2018/5/20 2:5,
1316,3,1 -> 3 -> 4 -> 5 -> 6,Maquina2.3 -> Moldagem,2018/5/8 15:8,2018/5/20 2:18,
1317,2,1 -> 3 -> 4 -> 5 -> 6,Maquina1.2 -> Preparacao,2018/5/8 15:24,2018/5/20 2:27,
1318,Tijolo,2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 15:35,2018/5/20 2:37,
1319,2,2 -> 4,Maquina1.1 -> Preparacao,2018/5/8 15:38,2018/5/20 2:45,
1320,Jarra,1 -> 2 -> 4 -> 6,Maquina1.3 -> Preparacao,2018/5/8 15:48,2018/5/20 2:54,
489,3,1 -> 2 -> 4 -> 6,Maquina4.1 -> Cozedura,2018/5/8 15:51,2018/5/20 3:34,
1321,1,1 -> 2 -> 4 -> 6,Maquina1.3 -> Preparacao,2018/5/8 15:56,2018/5/20 3:44,
1322,Vaso Simples,1 -> 2 -> 4,Maquina1.1 -> Preparacao,2018/5/8 16:1,2018/5/20 3:53,
490,1,1 -> 2 -> 4,Maquina3.3 -> Corte,2018/5/8 16:2,2018/5/20 4:5,
1323,Vaso Simples,1 -> 2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 16:2,2018/5/20 4:13,
1324,2,1 -> 2 -> 4,Maquina1.2 -> Preparacao,2018/5/8 16:22,2018/5/20 4:23,
1325,2,1 -> 2 -> 4,Maquina1.2 -> Preparacao,2018/5/8 16:25,2018/5/20 4:31,
1326,Jarra,1 -> 2 -> 4 -> 6,Maquina1.3 -> Preparacao,2018/5/8 16:32,2018/5/20 4:37,
59,Tijolo,2 -> 4,Maquina6.3 -> Envernizamento,2018/5/8 16:37,2018/5/20 4:42,
1327,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.1 -> Preparacao,2018/5/8 16:38,2018/5/20 4:53,
1328,Vaso Simples,1 -> 2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 16:44,2018/5/20 5:0,
491,2,1 -> 2 -> 4,Maquina2.3 -> Moldagem,2018/5/8 16:48,2018/5/20 5:16,
1329,3,1 -> 2 -> 4,Maquina2.2 -> Moldagem,2018/5/8 16:53,2018/5/20 5:28,
169,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina3.2 -> Corte,2018/5/8 17:1,2018/5/20 5:37,
1330,Jarra,1 -> 2 -> 4 -> 6,Maquina1.1 -> Preparacao,2018/5/8 17:2,2018/5/20 5:47,
1331,2,1 -> 2 -> 4 -> 6,Maquina1.2 -> Preparacao,2018/5/8 17:8,2018/5/20 5:55,
492,1,1 -> 2 -> 4 -> 6,Maquina3.2 -> Corte,2018/5/8 17:8,2018/5/20 6:4,
1332,1,1 -> 2 -> 4 -> 6,Maquina1.2 -> Preparacao,2018/5/8 17:9,2018/5/20 6:15,
1333,Jarra,1 -> 2 -> 4 -> 6,Maquina1.2 -> Preparacao,2018/5/8 17:10,2018/5/20 6:23,
1334,Tijolo,2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 17:11,2018/5/20 6:33,
1335,3,2 -> 4,Maquina2.1 -> Moldagem,2018/5/8 17:11,2018/5/20 6:47,
1336,Tijolo,2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 17:16,2018/5/20 6:55,
170,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina4.2 -> Cozedura,2018/5/8 17:21,2018/5/20 7:27,
493,Tijolo,2 -> 4,Maquina2.3 -> Moldagem,2018/5/8 17:29,2018/5/20 7:43,
494,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina2.1 -> Moldagem,2018/5/8 17:35,2018/5/20 7:55,
495,1,1 -> 3 -> 4 -> 5 -> 6,Maquina3.2 -> Corte,2018/5/8 17:44,2018/5/20 8:4,
1337,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.1 -> Preparacao,2018/5/8 17:47,2018/5/20 8:12,
1338,3,1 -> 2 -> 4 -> 5,Maquina2.2 -> Moldagem,2018/5/8 17:50,2018/5/20 8:28,
1339,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.2 -> Preparacao,2018/5/8 18:3,2018/5/20 8:38,
1340,Vaso Simples,1 -> 2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 18:5,2018/5/20 8:47,
1341,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.2 -> Preparacao,2018/5/8 18:7,2018/5/20 8:55,
60,1,1 -> 3 -> 4 -> 5 -> 6,Maquina5.3 -> Pintura,2018/5/8 18:15,2018/5/20 9:7,
171,Vaso Simples,1 -> 2 -> 4,Maquina3.2 -> Corte,2018/5/8 18:30,2018/5/20 9:16,
1342,1,1 -> 2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 18:32,2018/5/20 9:26,
1343,Floreira Pintada,1 -> 2 -> 4 -> 5,Maquina1.1 -> Preparacao,2018/5/8 18:38,2018/5/20 9:33,
1344,Tijolo,2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 18:41,2018/5/20 9:39,
172,Tijolo,2 -> 4,Maquina4.2 -> Cozedura,2018/5/8 18:43,2018/5/20 10:16,
496,1,2 -> 4,Maquina3.3 -> Corte,2018/5/8 18:52,2018/5/20 10:26,
1345,Vaso Simples,1 -> 2 -> 4,Maquina1.1 -> Preparacao,2018/5/8 19:0,2018/5/20 10:33,
1346,Jarra,1 -> 2 -> 4 -> 6,Maquina1.1 -> Preparacao,2018/5/8 19:1,2018/5/20 10:43,
173,Tijolo,2 -> 4,Maquina4.1 -> Cozedura,2018/5/8 19:8,2018/5/20 11:17,
174,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina4.2 -> Cozedura,2018/5/8 19:18,2018/5/20 11:56,
1347,Vaso Simples,1 -> 2 -> 4,Maquina1.3 -> Preparacao,2018/5/8 19:20,2018/5/20 12:5,
1348,Tijolo,2 -> 4,Maquina1.1 -> Preparacao,2018/5/8 19:23,2018/5/20 12:14,
1349,Azulejo Decorativo,1 -> 3 -> 4 -> 5 -> 6,Maquina1.2 -> Preparacao,2018/5/8 19:23,2018/5/20 12:23,
497,Jarra,1 -> 2 -> 4 -> 6,Maquina2.1 -> Moldagem,2018/5/8 19:26,2018/5/20 12:40,
1350,Tijolo,2 -> 4,Maquina1.2 -> Preparacao,2018/5/8 19:31,2018/5/20 12:51,
